Body 0 : -59967.439903	-269523.651365	0.000000	|	-2.029784	-9.081135	0.000000
Body 1 : 5089.112683	-137233.993142	0.000000	|	0.155307	-4.599843	0.000000
Body 2 : -12574.566894	-35959.504555	0.000000	|	-0.426239	-1.209698	0.000000
Body 3 : 46946.109893	89653.794451	0.000000	|	1.564870	2.973128	0.000000
Body 4 : -7701.622137	-8924.662469	0.000000	|	0.715971	0.429504	0.000000
Body 5 : 324.292133	6383.009087	0.000000	|	-0.011811	0.233562	0.000000
Body 6 : 995776.539192	-83786.282881	0.000000	|	33.794118	-2.859240	0.000000
Body 7 : 2279783.260489	6702645.648490	0.000000	|	76.117630	223.837165	0.000000
Body 8 : -95700.461494	56689.223256	0.000000	|	-3.202790	1.875315	0.000000
Body 9 : -141780.517147	-36479.786155	0.000000	|	-4.731235	-1.234714	0.000000
Body 10 : -24177.392079	-24697.776956	0.000000	|	-0.822328	-0.835653	0.000000
Body 11 : -37882.512737	-83497.120412	0.000000	|	-1.263746	-2.785209	0.000000
Body 12 : -45973.603890	16145.981675	0.000000	|	-1.557287	0.516862	0.000000
Body 13 : 5768.962434	-145724.709120	0.000000	|	0.170700	-4.866513	0.000000
Body 14 : -2103.554345	-80213.139100	0.000000	|	-0.101295	-2.759286	0.000000
Body 15 : -66219.884467	-64096.895596	0.000000	|	-2.227406	-2.140896	0.000000
Body 16 : -530499.181993	693613.321765	0.000000	|	-17.817035	23.270522	0.000000
Body 17 : -494607.713289	349622.881451	0.000000	|	-16.502621	11.641110	0.000000
Body 18 : -36492.415966	10305.834100	0.000000	|	-1.242552	0.333055	0.000000
Body 19 : 49206.089690	19706.826078	0.000000	|	1.639983	0.644757	0.000000
Body 20 : -82275.273447	-62982.739041	0.000000	|	-2.769685	-2.124837	0.000000
Body 21 : 563274.961394	287538.709818	0.000000	|	18.781931	9.574515	0.000000
Body 22 : 57256.966751	-16792.360291	0.000000	|	1.886557	-0.581505	0.000000
Body 23 : 3663.191894	-5378.119026	0.000000	|	0.163850	-0.197215	0.000000
Body 24 : 65999.497728	-102597.500202	0.000000	|	2.197246	-3.430137	0.000000
Body 25 : -26691.942263	14909.924496	0.000000	|	-0.932267	0.516473	0.000000
Body 26 : -23558.744284	-3251.344593	0.000000	|	-0.791559	-0.127637	0.000000
Body 27 : 43387.514905	30371.897207	0.000000	|	1.439002	0.992413	0.000000
Body 28 : -6967.365892	-7617.833021	0.000000	|	-0.283824	-0.233575	0.000000
Body 29 : 19416.901972	-7256.572705	0.000000	|	0.648898	-0.264742	0.000000
Body 30 : 427449.590627	-555331.898432	0.000000	|	14.344218	-18.660547	0.000000
Body 31 : -30752.098306	52468.085123	0.000000	|	-1.037722	1.749560	0.000000
Body 32 : -9789.181724	41557.170497	0.000000	|	-0.319396	1.371003	0.000000
Body 33 : -21414.801459	18065.919533	0.000000	|	-0.716826	0.571695	0.000000
Body 34 : 75713.742327	7586.082045	0.000000	|	2.528124	0.251583	0.000000
Body 35 : 200540.924494	-1680895.039159	0.000000	|	6.704927	-56.339855	0.000000
Body 36 : -200.341644	7212.438224	0.000000	|	-0.057220	0.201456	0.000000
Body 37 : -123170.700525	-8352.217516	0.000000	|	-4.138922	-0.298857	0.000000
Body 38 : 10690.889582	-21014.491770	0.000000	|	0.292883	-0.711701	0.000000
Body 39 : 85658.469126	100809.801890	0.000000	|	2.902119	3.417489	0.000000
